_id,perfis,grauSatisfacao,observacao,tipoResposta,moduloPrincipal,versao
ObjectId(5f91d69756efaa001be1e5b1),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f91d6e656efaa001be1e5b2),"[""ESCUTA INICIAL"",""ASB - AUXILIAR DE SAÚDE BUCAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91d7ab56efaa001be1e5b3),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f91d86456efaa001be1e5b4),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""SMS PIRAÍ - NÍVEL MÉDIO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f91d90056efaa001be1e5b5),"[""RECEPÇÃO"",""COORDENADOR DA UBS""]",,,FECHADO,/profissional,4.1.00
ObjectId(5f91d91756efaa001be1e5b6),"[""AGENDA"",""ESCUTA INICIAL"",""ASB - AUXILIAR DE SAÚDE BUCAL"",""COORDENADOR AD"",""COORDENADOR DA UBS""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91da9b56efaa001be1e5b7),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""PSICÓLOGO NASF""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91dcb656efaa001be1e5b8),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5f91df7156efaa001be1e5b9),"[""RECEPÇÃO"",""DIGITADOR"",""COORDENADOR DA UBS""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5f91dff956efaa001be1e5ba),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""DIGITADOR""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f91dffd56efaa001be1e5bb),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",,,NAO_RESPONDIDO,/cidadao,4.1.00
ObjectId(5f91e11656efaa001be1e5bc),"[""TERAPEUTA OCUPACIONAL - NASF"",""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f91e17056efaa001be1e5bd),"[""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""CADASTRO CIDADÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f91e1f256efaa001be1e5be),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f91e25456efaa001be1e5bf),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",INDIFERENTE,,ENVIADO,/cidadao,4.1.00
ObjectId(5f91e47656efaa001be1e5c0),"[""ESCUTA INICIAL"",""ENFERMEIRO"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91e56656efaa001be1e5c1),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f91e59256efaa001be1e5c2),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/registroTardio,4.1.00
ObjectId(5f91e59356efaa001be1e5c3),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/registroTardio,4.1.00
ObjectId(5f91e59356efaa001be1e5c4),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",MUITO_SATISFEITO,,ENVIADO,/registroTardio,4.1.00
ObjectId(5f91e66d56efaa001be1e5c5),"[""RECEPÇÃO"",""ADM PALMAS""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f91e77a56efaa001be1e5c6),"[""ENFERMEIRO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91e7f556efaa001be1e5c7),"[""RECEPÇÃO"",""DIGITADOR""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5f91e87456efaa001be1e5c8),"[""ESCUTA INICIAL"",""RECEPÇÃO"",""TSB - TÉCNICO DE SAÚDE BUCAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f91e92356efaa001be1e5c9),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f91e94b56efaa001be1e5ca),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""ASSISTENTE SOCIAL NASF""]",SATISFEITO,"Que seja inserido campos de qualificação para os registo de atendimento  dos profissionais de serviço social, pois os campos atuais não estão contemplado todos os atendimento desse profissionais.",ENVIADO,/agenda,4.1.00
ObjectId(5f91eb4d56efaa001be1e5cb),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91ebe456efaa001be1e5cc),"[""RECEPÇÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f91ec1c56efaa001be1e5cd),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f91ec8c56efaa001be1e5ce),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91ed5e56efaa001be1e5cf),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91ee6556efaa001be1e5d0),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91f11756efaa001be1e5d1),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f91f1bb56efaa001be1e5d2),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,NAO_RESPONDIDO,/cidadao,4.1.00
ObjectId(5f91f20056efaa001be1e5d3),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f91f74056efaa001be1e5d4),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92006d56efaa001be1e5d5),"[""ENFERMEIRO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92014956efaa001be1e5d6),"[""RECEPÇÃO""]",MUITO_INSATISFEITO,"muito lento, nada intuitivo, em outras versões aprendemos mais rapido,  aqui ta dificil,  não busca o paciente pelo cpf cns",ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f9203f556efaa001be1e5d7),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f920ad656efaa001be1e5d8),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f920bfb56efaa001be1e5d9),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",MUITO_INSATISFEITO,FALTA TREINAMENTO,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f920c2656efaa001be1e5da),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f921e0856efaa001be1e5db),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f921edd56efaa001be1e5dc),"[""ESCUTA INICIAL"",""MEDICO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f921ff256efaa001be1e5dd),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5f9220b856efaa001be1e5de),"[""RECEPÇÃO"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92212256efaa001be1e5df),"[""RECEPÇÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f9222bd56efaa001be1e5e0),"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92252756efaa001be1e5e1),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",,,NAO_RESPONDIDO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5f92254356efaa001be1e5e2),"[""MÉDICO"",""MEDICO UPA"",""MÉDICO AD""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92261456efaa001be1e5e3),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f9228cf56efaa001be1e5e4),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92292056efaa001be1e5e5),"[""RECEPÇÃO"",""COORDENADOR AD"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""COORDENADOR DA UBS""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f922e9556efaa001be1e5e6),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92339956efaa001be1e5e7),"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f9236f456efaa001be1e5e8),"[""MÉDICO"",""MEDICO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f9237c256efaa001be1e5e9),"[""FISIOTERAPEUTA NASF""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92391b56efaa001be1e5ea),"[""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f925c7856efaa001be1e5eb),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f926fcc56efaa001be1e5ec),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f926ff656efaa001be1e5ed),"[""RECEPÇÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f9285e756efaa001be1e5ee),"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,dificuldade maior para encontrar os pacientes do dia de atendimento.,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92a0b756efaa001be1e5ef),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""PSICÓLOGO NASF""]",,,NAO_RESPONDIDO,/cidadao,4.1.00
ObjectId(5f92a19a56efaa001be1e5f0),"[""ESCUTA INICIAL"",""FARMACÊUTICO""]",MUITO_INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92a45556efaa001be1e5f1),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92a60856efaa001be1e5f2),"[""ESCUTA INICIAL"",""FARMACÊUTICO""]",SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92a79556efaa001be1e5f3),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92a81656efaa001be1e5f4),"[""RECEPÇÃO"",""DIGITADOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92aa8c56efaa001be1e5f5),"[""RECEPÇÃO"",""DIGITADOR""]",MUITO_INSATISFEITO,,ENVIADO,/agenda,4.1.00
ObjectId(5f92aa9256efaa001be1e5f6),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,"Meu nome continua sendo alterado para forma errada. é OSWALDO, mas no Sistema está Osvaldo. O técnico de TI do Município já alterou várias vezes, mas automaticamente ele volta par o nome com grafia incorreta. Se puder ser corrigido, agradeço.",ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92aac556efaa001be1e5f7),"[""RECEPÇÃO""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5f92ab1d56efaa001be1e5f8),"[""RECEPÇÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92abeb56efaa001be1e5f9),"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92abf856efaa001be1e5fa),"[""MEDICO UPA""]",SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92ac9356efaa001be1e5fb),"[""RECEPÇÃO"",""ADM PALMAS"",""DIGITADOR""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92ac9656efaa001be1e5fc),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92acae56efaa001be1e5fd),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_INSATISFEITO,"ficou uma tela muito poluida e confusa
os pacientes aparecem de forma desorganizada",ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92acc556efaa001be1e5fe),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""NUTRICIONISTA NASF""]",INDIFERENTE,,ENVIADO,/cidadao,4.1.00
ObjectId(5f92aced56efaa001be1e5ff),"[""RECEPÇÃO"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92acef56efaa001be1e600),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",,,NAO_RESPONDIDO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5f92ad2056efaa001be1e601),"[""COORDENADOR AD"",""COORDENADOR DA UBS"",""RECEPÇÃO"",""DIGITADOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92ad6756efaa001be1e602),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",MUITO_SATISFEITO,a facilidade em pesquisar paciente sem precisar especificar o tipo de informação,ENVIADO,/cidadao,4.1.00
ObjectId(5f92ad7a56efaa001be1e603),"[""ESCUTA INICIAL"",""RECEPÇÃO"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92ad9e56efaa001be1e604),"[""RECEPÇÃO""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5f92ae0156efaa001be1e605),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""RECEPÇÃO""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5f92ae4156efaa001be1e606),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""SMS PIRAÍ - NÍVEL MÉDIO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92ae7956efaa001be1e607),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""EDUCADOR FÍSICO NASF""]",INDIFERENTE,,ENVIADO,/agenda,4.1.00
ObjectId(5f92af2e56efaa001be1e608),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92af7d56efaa001be1e609),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b01256efaa001be1e60a),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,NAO_RESPONDIDO,/cds/cadastro-individual,4.1.00
ObjectId(5f92b09756efaa001be1e60b),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b10956efaa001be1e60c),"[""ESCUTA INICIAL"",""ASB - AUXILIAR DE SAÚDE BUCAL""]",SATISFEITO,achei a tela muito poluida,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b12f56efaa001be1e60d),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""EDUCADOR FÍSICO NASF""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5f92b15a56efaa001be1e60e),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,temos facilidade no acesso,ENVIADO,/cidadao,4.1.00
ObjectId(5f92b23c56efaa001be1e60f),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f92b24556efaa001be1e610),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b26156efaa001be1e611),"[""ENFERMEIRO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b26a56efaa001be1e612),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b28956efaa001be1e613),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b34f56efaa001be1e614),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b3c056efaa001be1e615),"[""ESCUTA INICIAL"",""COORDENADOR AD"",""DIGITADOR"",""CIRURGIÃO DENTISTA"",""CADASTRO CIDADÃO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b40b56efaa001be1e616),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b4a956efaa001be1e617),"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,,ENVIADO,/agenda,4.1.00
ObjectId(5f92b61c56efaa001be1e618),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92b67156efaa001be1e619),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_INSATISFEITO,nada funciona como antes. o layout esta péssimo. Não foi satisfatório esta nova versão,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b67e56efaa001be1e61a),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""ENFERMEIRO"",""DIGITADOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b67e56efaa001be1e61b),"[""SMS PIRAÍ - NÍVEL MÉDIO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b6fd56efaa001be1e61c),"[""RECEPÇÃO"",""COORDENADOR AD"",""COORDENADOR DA UBS""]",INSATISFEITO,a outra era melhor,ENVIADO,/profissional,4.1.00
ObjectId(5f92b76a56efaa001be1e61d),"[""RECEPÇÃO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92b7dd56efaa001be1e61e),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO""]",,,FECHADO,/cds/ficha-vacinacao,4.1.00
ObjectId(5f92b7ef56efaa001be1e61f),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",SATISFEITO,,ENVIADO,/cidadao,4.1.00
ObjectId(5f92b85756efaa001be1e620),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""NUTRICIONISTA NASF""]",INDIFERENTE,está muito lento,ENVIADO,/agenda,4.1.00
ObjectId(5f92b8bc56efaa001be1e621),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""FISIOTERAPEUTA NASF""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f92b8c956efaa001be1e622),"[""RECEPÇÃO"",""COORDENADOR AD"",""COORDENADOR DA UBS""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b8e456efaa001be1e623),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,,ENVIADO,/cidadao,4.1.00
ObjectId(5f92b90956efaa001be1e624),"[""SMS PIRAÍ - NÍVEL MÉDIO""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5f92b92856efaa001be1e625),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92b98556efaa001be1e626),"[""ESCUTA INICIAL"",""FARMACEUTICO NASF"",""FARMACÊUTICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92ba6e56efaa001be1e627),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92ba8f56efaa001be1e628),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92bad956efaa001be1e629),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92bb2456efaa001be1e62a),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92bb3756efaa001be1e62b),"[""SMS PIRAÍ - NÍVEL MÉDIO S/PERFIL AGENDA"",""RECEPÇÃO"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92bb3e56efaa001be1e62c),"[""ENFERMEIRO""]",,,NAO_RESPONDIDO,/cidadao,4.1.00
ObjectId(5f92bcc156efaa001be1e62d),"[""MÉDICO"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92bcee56efaa001be1e62e),"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92bcfd56efaa001be1e62f),"[""OUTRO PROF. NÍVEL SUPERIOR AD""]",SATISFEITO,,ENVIADO,/cds/atendimento-domiciliar,4.1.00
ObjectId(5f92bdf856efaa001be1e630),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92be2b56efaa001be1e631),"[""ENFERMEIRO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f92be3956efaa001be1e632),"[""ESCUTA INICIAL"",""ENFERMEIRO"",""CADASTRO CIDADÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92be9056efaa001be1e633),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""SMS PIRAÍ - NÍVEL MÉDIO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c02e56efaa001be1e634),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c06556efaa001be1e635),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f92c09256efaa001be1e636),"[""ESCUTA INICIAL"",""MÉDICO""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92c12056efaa001be1e637),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""FISIOTERAPEUTA NASF""]",MUITO_SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92c20656efaa001be1e638),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c26c56efaa001be1e639),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f92c28856efaa001be1e63a),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92c2a756efaa001be1e63b),"[""ESCUTA INICIAL"",""CADASTRO CIDADÃO"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5f92c2cc56efaa001be1e63c),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""FISIOTERAPEUTA NASF""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f92c31f56efaa001be1e63d),"[""ENFERMEIRO RAVS/PALMAS""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f92c3ac56efaa001be1e63e),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c3bc56efaa001be1e63f),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,"sistema com erros, ex: estou evoluindo o atendimento e do nada retorna para lista de antendimento",ENVIADO,/lista-atendimento,4.1.00
ObjectId(5f92c4a756efaa001be1e640),"[""OUTRO PROF. NÍVEL SUPERIOR"",""DIGITADOR"",""ENFERMEIRO"",""ESCUTA INICIAL"",""CADASTRO CIDADÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c4eb56efaa001be1e641),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/agenda,4.1.00
ObjectId(5f92c54e56efaa001be1e642),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c5e056efaa001be1e643),"[""RECEPÇÃO"",""SMS PIRAÍ - NÍVEL MÉDIO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5f92c67456efaa001be1e644),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5f92c77f56efaa001be1e645),"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",,,FECHADO,/lista-atendimento,4.1.00
